Economy,Economy Code,Gallup World Poll identifier,Weight,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Has an account,Has an account at a financial institution,Has a mobile money account,Has a debit card,If has debit card: card in own name,If has debit card: used card in past 12 months,Has a credit card,If has credit card: used card in past 12 months,If does not have account: b/c too far away,If does not have account: b/c too expensive,If does not have account: b/c lack documentation,If does not have account: b/c lack trust,If does not have account: b/c religious reasons,If does not have account: b/c lack of money,If does not have account: b/c family member already has one,If does not have account: b/c cannot get one,If does not have account: b/c no need for financial services,If has account: any deposit into account in past 12 months,If has any deposit into account: number of monthly deposits,If has account: any withdrawal from account in past 12 months,If has any withdrawal from account: number of monthly withdrawals,If has account: most frequent mode of cash withdrawal,If has account: made a transaction using a mobile phone,Made payments online using the Internet,Saved in past 12 months: for farm/business purposes,Saved in past 12 months: for old age,Saved in past 12 months: for education or school fees,Saved in past 12 months: using an account at a financial institution,Saved in past 12 months: using an informal savings club,"Has loan from a financial institution for house, apartment, or land",Borrowed in past 12 months: from a financial institution,Borrowed in past 12 months: from a store (store credit),Borrowed in past 12 months: from family or friends,Borrowed in past 12 months: from another private lender,Borrowed in past 12 months: for education or school fees,Borrowed in past 12 months: for medical purposes,Borrowed in past 12 months: for farm/business purposes,Possibility of coming up with emergency funds,If able to come up with emergency funds: main source,Sent domestic remittances in past 12 months,If sent domestic remittances: in cash,If sent domestic remittances: through a financial institution,If sent domestic remittances: through a mobile phone,If sent domestic remittances: through an MTO,Received domestic remittances in past 12 months,If received domestic remittances: in cash,If received domestic remittances: through a financial institution,If received domestic remittances: through a mobile phone,If received domestic remittances: through an MTO,Paid utility bills in past 12 months,If paid utility bills: in cash,If paid utility bills: using an account,If paid utility bills: through a mobile phone,Paid school fees in past 12 months,If paid school fees: in cash,If paid school fees: using an account,If paid school fees: through a mobile phone,Received wage payments in past 12 months,If received wage payments: work in public sector,If received wage payments: in cash,If received wage payments: into an account or to a card,If received wage payments: through a mobile phone,If received cashless wage payments: account use,If received cashless wage payments: account type,Received government transfers in past 12 months,If received government transfers: in cash,If received government transfers: into an account or to a card,If received government transfers: through a mobile phone,If received cashless government transfers: account use,If received cashless government transfers: account type,Received agricultural payments in past 12 months,If received agricultural payments: in cash,If received agricultural payments: into an account,If received agricultural payments: through a mobile phone,Saved in the past year,Borrowed in the past year
Kenya,KEN,159458058,0.334327046,1 male,26,secondary,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,no,,no,,4 you get it some other way,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,yes,no,no,no,no,,,no,,,,,,no,,,,no,no
Kenya,KEN,163883712,0.471857019,2 female,25,completed primary or less,2 second 20%,yes,no,yes,no,,,no,,yes,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",yes,yes,no,yes,yes,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
Kenya,KEN,134015449,0.657373095,1 male,39,completed primary or less,2 second 20%,yes,yes,yes,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,yes,no,no,no,no,yes,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,yes,(dk),no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Kenya,KEN,184206402,0.943714039,2 female,30,secondary,2 second 20%,yes,yes,yes,no,,,no,,,,,,,,,,,yes,2 three or more times per month,yes,2 three or more times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,3 not very possible,7 (dk),no,,,,,yes,no,no,yes,no,no,,,,yes,yes,yes,yes,yes,no,no,no,yes,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,yes,yes,yes,yes,yes,yes
Kenya,KEN,135198889,0.986059642,1 male,35,completed primary or less,3 middle 20%,yes,yes,yes,no,,,no,,,,,,,,,,,no,,no,,3 you get it from a [insert local terminology for bank agent] who works at a store or comes to your home,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,yes,2 somewhat possible,3 money from working or a loan from an employer,yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,yes,no,no,yes,no,,,,,,,no,,,,,,yes,no,no,yes,yes,yes
Kenya,KEN,155373789,0.471857019,2 female,30,secondary,4 fourth 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,yes,no,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,2 somewhat possible,1 savings,yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Kenya,KEN,165845274,0.463378887,1 male,31,secondary,3 middle 20%,yes,no,yes,no,,,no,,no,yes,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,yes,no,no,no,yes,yes,no,yes,yes,3 not very possible,3 money from working or a loan from an employer,yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,yes,yes,yes
Kenya,KEN,208664884,2.058081579,2 female,22,completed primary or less,2 second 20%,yes,no,yes,no,,,no,,no,yes,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
Kenya,KEN,202032514,0.370485831,2 female,20,completed primary or less,4 fourth 20%,yes,no,yes,no,,,no,,yes,yes,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,3 not very possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
Kenya,KEN,111878255,0.669400608,2 female,36,completed primary or less,2 second 20%,yes,no,yes,no,,,no,,yes,no,no,no,no,yes,no,no,yes,,,,,,,no,no,no,yes,no,yes,no,no,no,yes,no,yes,no,no,4 not at all possible,,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,yes,yes,yes
Kenya,KEN,126992299,0.363829094,1 male,20,secondary,4 fourth 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,no,,1 you get it at an atm,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,yes,no,no,yes,no,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
Kenya,KEN,122571445,0.748876177,1 male,73,completed primary or less,3 middle 20%,yes,no,yes,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,yes,no,no,yes,no,yes,3 not very possible,"2 family, relatives, or friends",yes,no,no,yes,no,yes,yes,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
Kenya,KEN,134510231,0.370485831,2 female,24,secondary,4 fourth 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,yes,2 somewhat possible,3 money from working or a loan from an employer,yes,no,no,yes,no,yes,yes,no,yes,no,yes,no,no,yes,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Kenya,KEN,152996632,0.363829094,1 male,20,secondary,3 middle 20%,yes,yes,yes,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,3 you get it from a [insert local terminology for bank agent] who works at a store or comes to your home,yes,yes,yes,yes,yes,yes,yes,no,no,no,yes,no,no,yes,yes,4 not at all possible,,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,,,,no,,,,,,,yes,yes,no,no,,,yes,yes,no,no,yes,yes
Kenya,KEN,170545867,0.471857019,2 female,30,completed primary or less,2 second 20%,yes,no,yes,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,yes,4 not at all possible,,no,,,,,yes,no,no,yes,no,no,,,,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,no,yes
Kenya,KEN,119826995,0.471857019,2 female,26,secondary,4 fourth 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,no,,no,,3 you get it from a [insert local terminology for bank agent] who works at a store or comes to your home,no,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,4 not at all possible,,yes,no,no,yes,no,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Kenya,KEN,196539238,0.748876177,1 male,60,secondary,4 fourth 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,no,,no,,4 you get it some other way,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,4 not at all possible,,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Kenya,KEN,133016866,1.050008187,1 male,21,secondary,4 fourth 20%,yes,no,yes,no,,,no,,yes,no,yes,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,no,2 somewhat possible,1 savings,yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,no,,,,yes,no,yes,no,yes,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,no,,,,yes,yes
Kenya,KEN,170530073,0.330599811,2 female,26,secondary,3 middle 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,3 money is not taken out in a typical month,1 you get it at an atm,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,1 very possible,1 savings,yes,no,yes,yes,no,yes,no,no,no,no,no,,,,yes,no,yes,no,no,,,,,,,no,,,,,,yes,no,yes,yes,yes,yes
Kenya,KEN,132185058,1.484011821,2 female,64,completed primary or less,3 middle 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,(ref),,(ref),,2 you get it over the counter in a branch of your financial institution,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,1 very possible,1 savings,yes,yes,yes,yes,no,yes,no,yes,yes,no,no,,,,yes,yes,no,yes,no,,,,,,,no,,,,,,yes,yes,yes,yes,yes,yes
Kenya,KEN,207933895,0.918255604,2 female,34,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,yes,no,no,no,yes,no,no,yes,,,,,,,yes,no,no,yes,no,no,no,no,no,yes,no,no,no,no,3 not very possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,yes,yes,no,no,,,yes,yes,no,no,yes,yes
Kenya,KEN,194898067,0.35401413,1 male,20,completed primary or less,5 richest 20%,yes,no,yes,no,,,no,,no,yes,no,no,yes,yes,no,no,no,,,,,,,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,1 very possible,1 savings,yes,no,no,yes,no,yes,no,no,yes,no,no,,,,no,,,,yes,no,yes,no,yes,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,no,,,,yes,yes
Kenya,KEN,179555190,0.360491289,2 female,24,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,3 not very possible,"2 family, relatives, or friends",yes,yes,no,no,no,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Kenya,KEN,115455054,0.306013872,1 male,28,completed primary or less,1 poorest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,3 money is not deposited in a typical month,yes,3 money is not taken out in a typical month,1 you get it at an atm,yes,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,1 very possible,1 savings,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,no,,,,yes,no,yes,yes,yes,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from an employer.",no,,,,,,no,,,,yes,yes
Kenya,KEN,175185669,0.306013872,1 male,26,secondary,4 fourth 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,2 three or more times per month,1 you get it at an atm,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,yes,no,yes,1 very possible,1 savings,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from an employer.",no,,,,,,no,,,,yes,yes
Kenya,KEN,131307890,0.509823208,1 male,20,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,yes,yes,no,yes,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Kenya,KEN,186732267,1.302684573,2 female,44,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,yes,yes,yes,yes,no,yes,no,yes,yes,,,,,,,no,no,no,no,no,no,no,no,yes,yes,no,no,yes,no,1 very possible,1 savings,yes,yes,no,no,no,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Kenya,KEN,184805258,0.306013872,1 male,27,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,3 money is not taken out in a typical month,1 you get it at an atm,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,1 very possible,1 savings,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,yes,yes,2 over time as needed,"3 this was your first account, and it was opened so you could receive payments from an employer.",no,,,,,,no,,,,yes,yes
Kenya,KEN,178960125,1.457347709,1 male,56,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,yes,yes,no,yes,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,4 not at all possible,,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Kenya,KEN,153695717,0.509823208,1 male,19,secondary,4 fourth 20%,yes,yes,no,no,,,no,,yes,yes,yes,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,yes,yes,no,no,no,no,,,,yes,no,yes,no,no,,,,,,,yes,no,yes,no,1 all of the money right away,"3 this was your first account, and it was opened so you could receive payments from the government.",no,,,,yes,yes
Kenya,KEN,113803846,0.389363325,2 female,24,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,3 you get it from a [insert local terminology for bank agent] who works at a store or comes to your home,yes,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,yes,1 very possible,1 savings,yes,no,yes,yes,no,yes,no,yes,yes,no,no,,,,no,,,,yes,yes,no,yes,no,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,yes,no,yes,yes,yes,yes
Kenya,KEN,199107210,0.306013872,1 male,18,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,yes,yes,no,no,yes,no,yes,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Kenya,KEN,167759592,0.639639237,1 male,41,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,yes,yes,yes,no,yes,no,yes,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,yes,yes,no,no,no,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
Kenya,KEN,124142155,0.918255604,2 female,34,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,yes,yes,yes,no,yes,yes,no,no,yes,,,,,,,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,1 very possible,1 savings,yes,yes,no,no,no,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Kenya,KEN,131145402,0.459127802,2 female,30,completed primary or less,5 richest 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,2 three or more times per month,yes,1 one or two times per month,1 you get it at an atm,yes,no,yes,yes,yes,no,no,yes,yes,no,yes,no,no,yes,yes,1 very possible,1 savings,yes,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,,,,,,,no,,,,,,no,,,,yes,yes
Kenya,KEN,134955753,0.306013872,2 female,21,secondary,1 poorest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,(ref),,(ref),,2 you get it over the counter in a branch of your financial institution,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,yes,yes,yes,yes,no,yes,no,yes,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,no,,,,yes,no
Kenya,KEN,136887470,0.306013872,1 male,23,secondary,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,(ref),,(ref),,1 you get it at an atm,(ref),no,yes,no,yes,yes,no,no,no,no,yes,no,yes,yes,yes,1 very possible,1 savings,yes,yes,no,yes,no,yes,no,no,yes,no,no,,,,no,,,,yes,yes,no,yes,no,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from an employer.",no,,,,,,no,,,,yes,yes
Kenya,KEN,151684916,1.06781439,2 female,48,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,yes,no,no,yes,yes,no,yes,yes,,,,,,,no,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,3 not very possible,1 savings,no,,,,,yes,yes,no,no,no,no,,,,yes,yes,no,no,no,,,,,,,yes,yes,no,no,,,no,,,,yes,yes
Kenya,KEN,115411643,0.306013872,1 male,28,secondary,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,yes,no,no,yes,no,yes,no,yes,yes,no,no,,,,yes,no,yes,no,yes,yes,no,yes,no,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,no,,,,yes,no
Kenya,KEN,184836912,0.676317575,1 male,34,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,yes,yes,yes,yes,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
Kenya,KEN,200387995,1.279278475,1 male,36,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,yes,yes,yes,yes,yes,no,no,yes,,,,,,,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,1 very possible,1 savings,yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Kenya,KEN,128652219,0.673670025,1 male,23,completed primary or less,4 fourth 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,5 (dk),,no,,,,,no,,,,,no,,,,yes,no,no,no,yes,no,yes,yes,yes,2 over time as needed,1 you had this account before you began receiving payments from an employer.,yes,no,no,no,,,yes,yes,yes,yes,yes,yes
Kenya,KEN,183503349,0.428998769,1 male,28,secondary,2 second 20%,yes,yes,yes,no,,,no,,,,,,,,,,,yes,2 three or more times per month,yes,1 one or two times per month,4 you get it some other way,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,yes,2 somewhat possible,"2 family, relatives, or friends",yes,no,no,yes,no,no,,,,,no,,,,yes,no,no,yes,yes,no,no,yes,yes,2 over time as needed,4 (dk),no,,,,,,no,,,,yes,yes
Kenya,KEN,194478011,0.306013872,1 male,28,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,no,no,2 somewhat possible,3 money from working or a loan from an employer,yes,yes,no,yes,no,yes,yes,no,(dk),yes,yes,yes,no,yes,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,yes,yes,yes
Kenya,KEN,199964238,0.306013872,1 male,25,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,2 three or more times per month,1 you get it at an atm,yes,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,1 very possible,1 savings,yes,yes,yes,yes,no,yes,yes,yes,yes,no,no,,,,yes,no,yes,no,no,,,,,,,no,,,,,,no,,,,yes,yes
Kenya,KEN,197044391,0.606682146,2 female,26,completed primary or less,4 fourth 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,yes,no,no,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,1 very possible,3 money from working or a loan from an employer,yes,no,no,yes,no,yes,yes,no,yes,no,no,,,,yes,yes,no,no,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,yes,yes
Kenya,KEN,112516152,0.899711573,2 female,25,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,1 very possible,1 savings,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,2 over time as needed,1 you had this account before you began receiving payments from an employer.,yes,no,yes,no,2 over time as needed,1 you had this account before you began receiving payments from the government.,no,,,,yes,yes
Kenya,KEN,133774022,1.412844891,2 female,24,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,yes,no,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,yes,1 very possible,"2 family, relatives, or friends",yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,no,,,,yes,no,yes,yes,yes,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,yes,yes,no,yes,yes,yes
Kenya,KEN,167530427,2.081189216,1 male,20,secondary,4 fourth 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,yes,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,1 very possible,1 savings,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,,,,no,,,,yes,no,yes,yes,yes,2 over time as needed,1 you had this account before you began receiving payments from an employer.,yes,no,yes,no,2 over time as needed,1 you had this account before you began receiving payments from the government.,no,,,,yes,yes
Kenya,KEN,117698921,0.342997856,2 female,23,secondary,3 middle 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,yes,yes,no,no,no,yes,no,no,no,no,no,1 very possible,3 money from working or a loan from an employer,yes,yes,no,yes,no,yes,no,no,yes,no,no,,,,yes,no,no,yes,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Kenya,KEN,200362285,0.912899537,1 male,40,completed primary or less,1 poorest 20%,yes,yes,yes,no,,,no,,,,,,,,,,,no,,no,,3 you get it from a [insert local terminology for bank agent] who works at a store or comes to your home,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,1 very possible,3 money from working or a loan from an employer,yes,no,no,yes,no,yes,no,no,yes,no,no,,,,yes,no,yes,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
Kenya,KEN,169069975,0.336835013,1 male,22,secondary,5 richest 20%,no,no,no,no,,,no,,yes,yes,no,yes,no,yes,no,yes,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,3 money from working or a loan from an employer,yes,no,no,yes,no,yes,no,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
Kenya,KEN,156044570,0.706422445,2 female,23,secondary,5 richest 20%,yes,yes,yes,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,4 you get it some other way,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,1 very possible,3 money from working or a loan from an employer,yes,no,no,yes,no,yes,no,no,yes,no,no,,,,no,,,,yes,no,no,yes,no,2 over time as needed,"3 this was your first account, and it was opened so you could receive payments from an employer.",no,,,,,,yes,yes,no,no,yes,yes
Kenya,KEN,157560877,0.436847871,2 female,28,completed primary or less,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,yes,no,yes,no,no,yes,yes,no,no,yes,yes,no,no,yes,no,1 very possible,3 money from working or a loan from an employer,yes,yes,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Kenya,KEN,153585947,1.34734005,1 male,24,secondary,5 richest 20%,no,no,no,no,,,no,,yes,yes,no,no,no,no,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,yes,no,no,yes,no,no,,,,,no,,,,no,,,,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,no,no
Kenya,KEN,186981229,0.306013872,1 male,26,secondary,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,1 very possible,3 money from working or a loan from an employer,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
Kenya,KEN,205406307,0.342997856,2 female,19,secondary,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,2 somewhat possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
Kenya,KEN,125933586,0.436847871,2 female,29,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,yes,no,yes,no,no,no,yes,no,no,yes,yes,no,no,yes,yes,1 very possible,3 money from working or a loan from an employer,yes,no,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,yes,yes,yes,yes
