Economy,Economy Code,Gallup World Poll identifier,Weight,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Has an account,Has an account at a financial institution,Has a mobile money account,Has a debit card,If has debit card: card in own name,If has debit card: used card in past 12 months,Has a credit card,If has credit card: used card in past 12 months,If does not have account: b/c too far away,If does not have account: b/c too expensive,If does not have account: b/c lack documentation,If does not have account: b/c lack trust,If does not have account: b/c religious reasons,If does not have account: b/c lack of money,If does not have account: b/c family member already has one,If does not have account: b/c cannot get one,If does not have account: b/c no need for financial services,If has account: any deposit into account in past 12 months,If has any deposit into account: number of monthly deposits,If has account: any withdrawal from account in past 12 months,If has any withdrawal from account: number of monthly withdrawals,If has account: most frequent mode of cash withdrawal,If has account: made a transaction using a mobile phone,Made payments online using the Internet,Saved in past 12 months: for farm/business purposes,Saved in past 12 months: for old age,Saved in past 12 months: for education or school fees,Saved in past 12 months: using an account at a financial institution,Saved in past 12 months: using an informal savings club,"Has loan from a financial institution for house, apartment, or land",Borrowed in past 12 months: from a financial institution,Borrowed in past 12 months: from a store (store credit),Borrowed in past 12 months: from family or friends,Borrowed in past 12 months: from another private lender,Borrowed in past 12 months: for education or school fees,Borrowed in past 12 months: for medical purposes,Borrowed in past 12 months: for farm/business purposes,Possibility of coming up with emergency funds,If able to come up with emergency funds: main source,Sent domestic remittances in past 12 months,If sent domestic remittances: in cash,If sent domestic remittances: through a financial institution,If sent domestic remittances: through a mobile phone,If sent domestic remittances: through an MTO,Received domestic remittances in past 12 months,If received domestic remittances: in cash,If received domestic remittances: through a financial institution,If received domestic remittances: through a mobile phone,If received domestic remittances: through an MTO,Paid utility bills in past 12 months,If paid utility bills: in cash,If paid utility bills: using an account,If paid utility bills: through a mobile phone,Paid school fees in past 12 months,If paid school fees: in cash,If paid school fees: using an account,If paid school fees: through a mobile phone,Received wage payments in past 12 months,If received wage payments: work in public sector,If received wage payments: in cash,If received wage payments: into an account or to a card,If received wage payments: through a mobile phone,If received cashless wage payments: account use,If received cashless wage payments: account type,Received government transfers in past 12 months,If received government transfers: in cash,If received government transfers: into an account or to a card,If received government transfers: through a mobile phone,If received cashless government transfers: account use,If received cashless government transfers: account type,Received agricultural payments in past 12 months,If received agricultural payments: in cash,If received agricultural payments: into an account,If received agricultural payments: through a mobile phone,Saved in the past year,Borrowed in the past year
Uganda,UGA,197936917,0.282481533,1 male,34,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,1 very possible,1 savings,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,174419412,0.294195796,2 female,30,secondary,4 fourth 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,1 very possible,1 savings,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
Uganda,UGA,125298596,0.422333724,1 male,30,completed primary or less,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,3 not very possible,1 savings,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,yes
Uganda,UGA,210893847,0.94747002,1 male,46,secondary,4 fourth 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,yes,yes,no,no,no,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
Uganda,UGA,120373960,0.282481533,1 male,49,secondary,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5 (dk),,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
Uganda,UGA,160130097,0.907856459,1 male,38,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,1 very possible,1 savings,yes,yes,no,no,no,yes,yes,no,no,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,no,no
Uganda,UGA,146957556,1.806114411,2 female,15,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
Uganda,UGA,200578997,0.879695071,2 female,30,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,2 somewhat possible,1 savings,no,,,,,yes,yes,no,no,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,136936159,0.474306582,2 female,36,secondary,5 richest 20%,yes,yes,no,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,2 somewhat possible,1 savings,yes,yes,no,no,no,yes,yes,no,no,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
Uganda,UGA,184493758,0.439847535,2 female,25,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,3 not very possible,1 savings,no,,,,,yes,yes,no,no,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
Uganda,UGA,162539513,0.294195796,2 female,27,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,yes,no,yes,yes,yes,no,no,no,no,no,no,no,no,1 very possible,1 savings,yes,yes,no,yes,no,yes,yes,yes,yes,no,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,yes,yes,no
Uganda,UGA,118830658,0.303613789,1 male,35,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,1 very possible,1 savings,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
Uganda,UGA,210220627,0.472752237,2 female,40,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,yes,no,no,,,,,,,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,yes
Uganda,UGA,189579314,0.358889485,1 male,71,secondary,5 richest 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,2 three or more times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,yes,no,no,yes,no,yes,no,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,no
Uganda,UGA,194601182,0.358889485,1 male,56,secondary,5 richest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
Uganda,UGA,196601181,0.602038137,2 female,20,secondary,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,yes,no,yes,,,,,,,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,2 somewhat possible,1 savings,yes,no,no,yes,no,yes,no,no,yes,no,no,,,,yes,no,no,yes,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,160941698,0.282481533,1 male,23,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,no,,,,,,,,,,,yes,2 three or more times per month,yes,2 three or more times per month,1 you get it at an atm,no,no,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,1 very possible,1 savings,yes,no,no,yes,no,no,,,,,no,,,,no,,,,yes,no,yes,no,yes,2 over time as needed,1 you had this account before you began receiving payments from an employer.,no,,,,,,yes,yes,no,no,yes,no
Uganda,UGA,210911605,0.282481533,2 female,42,completed tertiary or more,5 richest 20%,no,no,no,no,,,no,,no,yes,no,no,no,no,no,no,no,,,,,,,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,2 somewhat possible,6 some other source,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
Uganda,UGA,201439617,0.422333724,1 male,30,secondary,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,2 three or more times per month,yes,2 three or more times per month,1 you get it at an atm,no,no,yes,yes,yes,no,no,no,yes,no,yes,no,no,no,yes,1 very possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,183645913,1.204076274,2 female,20,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,yes,yes,no,no,yes,yes,no,no,,,,,,,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,4 not at all possible,,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,158355664,0.282481533,1 male,50,secondary,5 richest 20%,yes,yes,yes,yes,yes,(ref),(dk),,,,,,,,,,,yes,2 three or more times per month,yes,2 three or more times per month,1 you get it at an atm,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,2 somewhat possible,"2 family, relatives, or friends",yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,(ref),yes,yes,yes,no,no,yes,yes,yes,yes,yes,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from an employer.",no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,199391814,0.360069464,1 male,72,secondary,5 richest 20%,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,yes,2 three or more times per month,yes,2 three or more times per month,1 you get it at an atm,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,no,yes,yes,1 very possible,1 savings,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,no,,,,,,,yes,yes,no,no,,,no,,,,yes,yes
Uganda,UGA,186527390,2.408152548,1 male,28,completed primary or less,5 richest 20%,yes,no,yes,no,,,no,,yes,yes,yes,no,no,yes,yes,no,no,,,,,,,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,2 somewhat possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,no,,,,yes,no,yes,no,no,,,(dk),,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,128896451,2.312264938,1 male,20,secondary,2 second 20%,yes,no,yes,no,,,no,,yes,yes,yes,yes,no,yes,no,yes,yes,,,,,,,no,no,no,yes,no,yes,no,yes,no,no,yes,yes,yes,no,3 not very possible,6 some other source,no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,209477203,0.519828279,1 male,58,completed primary or less,5 richest 20%,no,no,no,(dk),,,no,,yes,yes,no,yes,no,yes,no,no,no,,,,,,,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,3 not very possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,205628863,1.972457321,1 male,40,completed primary or less,5 richest 20%,yes,no,yes,no,,,no,,yes,yes,no,yes,no,yes,yes,no,no,,,,,,,no,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,yes,no,no,,,,no,,,,yes,no,yes,no,yes,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from an employer.",yes,yes,no,no,,,yes,no,no,yes,yes,yes
Uganda,UGA,168420344,1.835169511,1 male,30,completed primary or less,5 richest 20%,yes,no,yes,no,,,no,,no,yes,no,yes,no,no,no,yes,no,,,,,,,no,no,yes,no,no,no,no,no,no,yes,yes,yes,no,no,2 somewhat possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,yes,no,no,no,yes,yes,no,yes,no,,,,yes,no,yes,no,yes,2 over time as needed,"2 you had an account before, but this account was opened so you could receive payments from an employer.",no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,189281457,0.282481533,2 female,27,secondary,5 richest 20%,no,no,no,no,,,yes,yes,no,no,yes,no,yes,no,yes,no,no,,,,,,,no,yes,no,no,yes,no,no,yes,yes,no,no,no,no,yes,2 somewhat possible,"2 family, relatives, or friends",no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,173345521,0.31582334,1 male,45,secondary,5 richest 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,yes,yes,no,no,no,yes,yes,no,no,no,no,no,yes,4 not at all possible,,no,,,,,no,,,,,no,,,,yes,yes,no,no,yes,yes,no,yes,no,1 all of the money right away,"3 this was your first account, and it was opened so you could receive payments from an employer.",no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,192941906,0.578066235,1 male,24,secondary,5 richest 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,yes,no,no,,,,,,,no,yes,yes,no,no,no,no,no,no,yes,no,no,yes,yes,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,142201638,0.717778969,1 male,91,completed primary or less,5 richest 20%,no,no,no,no,,,no,,yes,yes,no,no,no,yes,no,no,no,,,,,,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,yes,yes,no,no,,,yes,yes,no,no,yes,no
Uganda,UGA,171962160,0.439847535,2 female,30,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,yes,no,no,no,yes,no,no,no,,,,,,,no,yes,no,no,no,no,no,no,no,yes,no,no,no,yes,1 very possible,"2 family, relatives, or friends",no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,192924514,0.439847535,2 female,26,secondary,5 richest 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,3 not very possible,1 savings,yes,yes,no,no,no,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,198446400,0.602038137,2 female,19,secondary,3 middle 20%,yes,no,yes,no,,,no,,yes,no,no,yes,no,yes,no,no,yes,,,,,,,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,3 not very possible,3 money from working or a loan from an employer,yes,no,no,yes,no,no,,,,,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,no
Uganda,UGA,144519220,0.282481533,1 male,38,secondary,5 richest 20%,no,no,no,no,,,no,,no,(dk),no,(dk),no,no,no,no,no,,,,,,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,no,,,,,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,no,no
Uganda,UGA,139675197,1.204076274,2 female,22,secondary,4 fourth 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,no,yes,4 not at all possible,,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,210950631,2.312264938,1 male,19,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,yes,no,yes,no,no,no,no,no,yes,no,no,yes,yes,3 not very possible,7 (dk),no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,207409093,0.952839575,2 female,50,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,yes,yes,no,no,yes,no,no,yes,,,,,,,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,yes,3 not very possible,"2 family, relatives, or friends",yes,yes,no,no,no,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,146189768,2.408152548,2 female,17,completed primary or less,2 second 20%,no,no,no,no,,,no,,yes,yes,yes,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,3 not very possible,7 (dk),no,,,,,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,153767874,1.319542606,2 female,26,secondary,4 fourth 20%,yes,yes,no,yes,yes,no,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,1 you get it at an atm,no,no,yes,no,yes,no,yes,yes,yes,no,no,no,yes,no,yes,1 very possible,1 savings,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,148281868,1.082770209,2 female,71,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,yes,,,,,,,no,no,no,no,no,yes,no,no,no,yes,no,no,yes,no,3 not very possible,8 (refused),no,,,,,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,142579954,0.472752237,2 female,37,completed primary or less,4 fourth 20%,no,no,no,no,,,no,,no,no,no,yes,no,yes,no,no,no,,,,,,,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,yes,2 somewhat possible,1 savings,yes,yes,no,yes,no,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,121777970,2.312264938,1 male,21,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,yes,no,no,yes,no,no,yes,,,,,,,no,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,2 somewhat possible,"2 family, relatives, or friends",no,,,,,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,158608386,1.891008948,2 female,36,secondary,3 middle 20%,yes,yes,yes,yes,yes,no,no,,,,,,,,,,,no,,yes,1 one or two times per month,1 you get it at an atm,no,no,yes,no,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,2 somewhat possible,1 savings,yes,yes,no,no,yes,yes,yes,no,yes,no,yes,yes,no,no,yes,yes,yes,yes,no,,,,,,,yes,yes,no,no,,,yes,yes,no,no,yes,yes
Uganda,UGA,133366561,2.312264938,1 male,18,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,3 not very possible,7 (dk),yes,yes,no,no,no,yes,yes,no,no,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,209015029,0.747544637,2 female,60,secondary,3 middle 20%,yes,yes,yes,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,yes,no,yes,no,yes,yes,yes,no,yes,yes,yes,yes,yes,1 very possible,1 savings,yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,yes,yes,yes,yes,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,207078488,1.361784688,1 male,40,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,yes,yes,no,no,yes,no,no,yes,,,,,,,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,2 somewhat possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,184382159,0.986760775,2 female,52,completed primary or less,2 second 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,yes,yes,,,,,,,no,yes,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,3 not very possible,7 (dk),no,,,,,yes,yes,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,186111360,1.204076274,2 female,16,secondary,2 second 20%,no,no,no,no,,,no,,no,no,yes,yes,no,yes,no,no,yes,,,,,,,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,no,3 not very possible,8 (refused),yes,yes,no,no,no,yes,yes,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,168441869,1.891008948,2 female,43,completed primary or less,3 middle 20%,yes,yes,no,no,,,no,,,,,,,,,,,yes,1 one or two times per month,yes,1 one or two times per month,2 you get it over the counter in a branch of your financial institution,no,no,yes,no,yes,no,yes,no,no,no,yes,yes,yes,yes,yes,1 very possible,1 savings,yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,159036743,1.319542606,2 female,30,secondary,3 middle 20%,yes,yes,no,no,,,no,,yes,yes,no,no,no,yes,no,no,no,,,,,,,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,1 very possible,1 savings,yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,yes,yes,yes,yes,yes,no,yes,no,no,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,191353301,1.559484838,1 male,70,completed primary or less,4 fourth 20%,yes,yes,no,no,,,no,,no,no,no,yes,no,yes,no,no,no,,,,,,,no,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,2 somewhat possible,6 some other source,no,,,,,no,,,,,no,,,,yes,yes,yes,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,128882674,0.588391592,2 female,25,secondary,3 middle 20%,no,no,no,no,,,no,,yes,yes,no,yes,no,yes,no,no,no,,,,,,,no,yes,no,yes,no,yes,no,no,no,yes,no,no,yes,yes,2 somewhat possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,125567944,0.986760775,2 female,48,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,yes,no,,,,,,,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,4 not at all possible,,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,161007318,0.439847535,2 female,32,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,no,no,no,no,no,no,no,no,,,,,,,no,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,1 very possible,1 savings,no,,,,,no,,,,,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,yes,yes
Uganda,UGA,158037155,1.759390142,2 female,25,secondary,2 second 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,no,no,no,,,,,,,no,yes,no,no,no,yes,no,no,no,yes,no,yes,yes,yes,2 somewhat possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,203035859,1.204076274,2 female,18,secondary,3 middle 20%,no,no,no,no,,,no,,no,no,no,no,no,yes,no,no,yes,,,,,,,no,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,1 very possible,"2 family, relatives, or friends",yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,146465109,1.806114411,2 female,18,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,no,no,yes,no,no,yes,no,no,no,,,,,,,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,4 not at all possible,,no,,,,,yes,no,no,yes,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,no,,,,yes,no
Uganda,UGA,193018259,1.624155314,2 female,70,completed primary or less,1 poorest 20%,no,no,no,no,,,no,,yes,no,yes,no,no,yes,no,no,no,,,,,,,no,no,no,no,no,yes,no,no,no,yes,no,yes,yes,no,2 somewhat possible,1 savings,no,,,,,no,,,,,no,,,,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,150783440,1.815712917,1 male,42,completed primary or less,3 middle 20%,no,no,no,no,,,no,,yes,no,no,no,no,yes,no,no,no,,,,,,,no,no,no,yes,no,yes,no,no,no,yes,no,yes,yes,yes,1 very possible,"2 family, relatives, or friends",yes,yes,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,160919439,1.204076274,2 female,24,completed primary or less,5 richest 20%,no,no,no,no,,,no,,yes,yes,yes,yes,no,no,no,no,no,,,,,,,no,yes,no,yes,no,no,no,no,no,yes,yes,no,no,no,1 very possible,1 savings,yes,yes,no,no,no,yes,yes,no,no,no,yes,yes,no,no,no,,,,no,,,,,,,no,,,,,,yes,yes,no,no,yes,yes
Uganda,UGA,185055370,0.328920258,2 female,47,completed primary or less,3 middle 20%,no,no,no,no,,,no,,no,no,yes,yes,no,yes,no,no,yes,,,,,,,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,3 not very possible,3 money from working or a loan from an employer,yes,yes,no,yes,no,yes,yes,no,yes,no,no,,,,yes,yes,no,no,no,,,,,,,no,,,,,,no,,,,no,yes
Uganda,UGA,186478688,0.879695071,2 female,30,completed primary or less,3 middle 20%,yes,no,yes,no,,,no,,no,no,no,no,no,yes,no,no,no,,,,,,,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,1 very possible,4 a credit card or borrowing from a formal financial institution,yes,yes,no,yes,yes,no,,,,,yes,yes,no,yes,yes,yes,no,yes,no,,,,,,,no,,,,,,yes,yes,no,yes,yes,yes
